id,csede,cdocente,d1_h10,d1_h11,d1_h12,d1_h13,d1_h21,d1_h22,d1_h31,d1_h32,d1_h33,d2_h10,d2_h11,d2_h12,d2_h13,d2_h21,d2_h22,d2_h31,d2_h32,d2_h33,d3_h10,d3_h11,d3_h12,d3_h13,d3_h21,d3_h22,d3_h31,d3_h32,d3_h33,d4_h10,d4_h11,d4_h12,d4_h13,d4_h21,d4_h22,d4_h31,d4_h32,d4_h33,d5_h10,d5_h11,d5_h12,d5_h13,d5_h21,d5_h22,d5_h31,d5_h32,d5_h33,d6_h10,d6_h11,d6_h12,d6_h13,d6_h21,d6_h22,d6_h31,d6_h32,d6_h33,sw_cambio,sede_id,user_id,created_at,updated_at
13,"LIM","000989",F,F,F,F,F,F,T,T,T,F,F,F,F,F,F,T,T,T,F,F,F,F,F,F,T,T,T,F,F,F,F,F,F,T,T,T,F,F,F,F,F,F,T,T,T,F,F,F,F,F,T,T,T,F,F,1,65,11/10/2016 18:09:23,11/10/2016 18:09:23
14,"LIM","000958",F,F,F,F,F,F,T,T,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,1,85,11/10/2016 18:09:23,11/10/2016 18:09:23
15,"LIM","000761",F,F,T,T,F,F,T,F,F,F,F,T,T,F,F,F,F,F,F,F,T,T,F,F,T,F,F,F,F,T,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,1,29,11/10/2016 18:09:23,11/10/2016 18:09:23
16,"LIM","000589",F,F,F,F,F,F,F,T,T,F,F,F,F,F,F,F,T,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,1,46,11/10/2016 18:09:23,11/10/2016 18:09:23
17,"LIM","000126",F,F,F,F,F,F,F,T,T,F,F,F,F,F,F,F,T,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,T,F,F,F,F,F,F,F,F,F,F,1,64,11/10/2016 18:09:23,11/10/2016 18:09:23
18,"LIM","000772",F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,T,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,T,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,1,93,11/10/2016 18:09:23,11/10/2016 18:09:23
19,"LIM","000491",F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,T,T,T,F,F,1,96,11/10/2016 18:09:23,11/10/2016 18:09:23
20,"LIM","001029",F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,1,51,11/10/2016 18:09:23,11/10/2016 18:09:23
21,"LIM","000488",F,F,F,F,F,F,T,T,T,F,F,F,F,F,F,T,T,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,1,127,11/10/2016 18:09:23,11/10/2016 18:09:23
22,"LIM","000241",F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,T,T,F,F,T,T,T,F,F,F,F,F,F,F,F,F,F,T,T,T,F,F,T,T,T,F,F,F,F,F,F,F,F,F,F,1,115,11/10/2016 18:09:23,11/10/2016 18:09:23
23,"LIM","000441",F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,T,F,F,F,F,F,F,F,T,T,F,F,F,F,F,F,F,T,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,1,125,11/10/2016 18:09:23,11/10/2016 18:09:23
24,"LIM","000253",F,T,T,T,T,F,T,T,T,F,F,F,F,F,F,F,F,F,F,T,T,T,T,F,T,T,T,F,F,F,F,F,F,F,F,F,F,T,T,T,T,F,T,T,T,F,F,F,F,F,F,F,F,F,F,1,79,11/10/2016 18:09:23,11/10/2016 18:09:23
25,"LIM","000474",F,F,F,F,F,F,F,F,F,F,T,T,T,F,F,F,F,F,F,F,F,F,F,F,T,T,T,F,T,T,T,F,F,F,F,F,F,F,F,F,F,F,T,T,T,F,F,F,F,F,F,F,F,F,F,1,56,11/10/2016 18:09:23,11/10/2016 18:09:23
26,"LIM","000125",F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,T,F,F,F,F,F,F,F,F,F,F,F,1,87,11/10/2016 18:09:23,11/10/2016 18:09:23
27,"LIM","000808",F,T,T,T,F,F,F,F,F,F,T,T,T,F,F,F,F,F,F,T,T,T,F,F,F,F,F,F,T,T,T,F,F,F,F,F,F,T,T,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,1,54,11/10/2016 18:09:23,11/10/2016 18:09:23
28,"LIM","000730",F,F,F,F,F,F,F,F,F,F,T,T,T,F,F,F,T,T,F,F,F,F,F,F,F,F,F,F,T,T,T,F,F,F,T,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,1,91,11/10/2016 18:09:23,11/10/2016 18:09:23
29,"LIM","001457",F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,1,83,11/10/2016 18:09:23,11/10/2016 18:09:23
30,"LIM","000358",F,T,T,T,F,F,F,F,F,F,T,T,T,F,F,F,F,F,F,T,T,T,F,F,F,F,F,F,T,T,T,F,F,F,F,F,F,T,T,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,1,23,11/10/2016 18:09:23,11/10/2016 18:09:23
31,"LIM","000986",F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,1,123,11/10/2016 18:09:23,11/10/2016 18:09:23
32,"LIM","000384",F,F,T,T,F,F,T,T,T,F,F,F,F,F,F,F,F,F,F,F,T,T,F,F,T,T,T,F,F,F,F,F,F,F,F,F,F,F,T,T,F,F,T,T,T,F,F,F,F,F,F,F,F,F,F,1,75,11/10/2016 18:09:23,11/10/2016 18:09:23
33,"LIM","000277",F,F,F,F,F,F,T,T,T,F,F,F,F,F,F,T,T,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,T,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,1,126,11/10/2016 18:09:23,11/10/2016 18:09:23
34,"LIM","000007",F,F,F,F,F,F,T,T,T,F,F,F,F,F,F,T,T,T,F,F,F,F,F,F,T,T,T,F,F,F,F,F,F,T,T,T,F,F,F,F,F,F,T,T,T,F,F,F,F,F,F,F,F,F,F,1,89,11/10/2016 18:09:23,11/10/2016 18:09:23
35,"LIM","001387",F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,T,T,T,F,F,F,F,F,F,T,T,F,F,F,F,F,F,F,T,T,T,F,F,F,F,F,F,F,F,F,F,1,113,11/10/2016 18:09:23,11/10/2016 18:09:23
36,"LIM","000500",F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,T,T,F,F,F,F,F,F,T,T,T,F,F,F,F,F,F,T,T,T,F,F,F,F,F,F,T,T,T,F,F,F,F,F,F,F,F,F,F,1,103,11/10/2016 18:09:23,11/10/2016 18:09:23
37,"LIM","000175",F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,1,53,11/10/2016 18:09:23,11/10/2016 18:09:23
38,"LIM","000551",F,F,F,F,F,F,T,T,T,F,F,F,F,F,F,T,T,T,F,F,F,F,F,F,T,T,T,F,F,F,F,F,F,T,T,T,F,F,F,F,F,F,T,T,T,F,F,F,F,F,F,F,F,F,F,1,71,11/10/2016 18:09:23,11/10/2016 18:09:23
39,"LIM","001422",F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,T,F,F,F,F,F,F,F,F,F,F,1,101,11/10/2016 18:09:23,11/10/2016 18:09:23
40,"LIM","000333",F,F,F,F,F,F,F,T,T,F,F,F,F,F,F,F,T,T,F,F,F,F,F,F,F,T,T,F,F,F,F,F,F,F,T,T,F,F,F,F,F,F,F,T,T,F,F,F,F,F,F,F,F,F,F,1,67,11/10/2016 18:09:23,11/10/2016 18:09:23
41,"LIM","000728",F,F,F,F,F,F,F,F,F,F,T,T,T,T,F,T,T,T,F,F,F,F,F,F,F,F,F,F,T,T,T,T,F,T,T,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,T,F,F,F,1,34,11/10/2016 18:09:23,11/10/2016 18:09:23
42,"LIM","001421",F,T,T,T,F,F,T,T,T,F,F,F,F,F,F,T,T,T,F,T,T,T,F,F,T,T,T,F,F,F,F,F,F,T,T,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,1,60,11/10/2016 18:09:23,11/10/2016 18:09:23
43,"LIM","001146",F,F,F,F,F,F,F,T,T,F,F,F,F,F,F,F,T,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,1,18,11/10/2016 18:09:23,11/10/2016 18:09:23
44,"LIM","000661",F,T,T,T,F,F,T,T,T,F,T,T,T,F,F,T,T,T,F,T,T,T,F,F,T,T,T,F,T,T,T,F,F,T,T,T,F,T,T,T,F,F,T,T,T,F,F,F,F,F,F,F,F,F,F,1,50,11/10/2016 18:09:23,11/10/2016 18:09:23
45,"LIM","000372",F,F,F,F,F,F,F,F,F,F,T,T,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,T,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,1,102,11/10/2016 18:09:23,11/10/2016 18:09:23
46,"LIM","001304",F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,1,114,11/10/2016 18:09:23,11/10/2016 18:09:23
47,"LIM","001045",F,F,F,F,F,F,F,T,T,F,F,F,F,F,F,F,T,T,F,F,F,F,F,F,F,T,T,F,F,F,F,F,F,F,T,T,F,F,F,F,F,F,F,T,T,F,F,F,F,F,F,F,F,F,F,1,120,11/10/2016 18:09:23,11/10/2016 18:09:23
48,"LIM","001789",F,F,F,F,F,F,F,T,T,F,F,F,F,F,F,F,T,T,F,F,F,F,F,F,F,T,T,F,F,F,F,F,F,F,T,T,F,F,F,F,F,F,F,T,T,F,F,F,F,F,F,T,T,T,F,1,41,11/10/2016 18:09:23,11/10/2016 18:09:23
49,"LIM","000549",F,F,F,F,F,F,T,T,T,F,F,F,F,F,F,T,T,T,F,F,F,F,F,F,T,T,T,F,F,F,F,F,F,T,T,T,F,F,F,F,F,F,T,T,T,F,F,F,F,F,F,T,T,T,F,1,92,11/10/2016 18:09:23,11/10/2016 18:09:23
50,"LIM","001173",F,F,F,F,F,F,T,T,T,F,F,F,F,F,F,T,T,T,F,F,F,F,F,F,T,T,T,F,F,F,F,F,F,T,T,T,F,F,F,F,F,F,T,T,T,F,F,F,F,F,F,T,T,T,F,1,68,11/10/2016 18:09:23,11/10/2016 18:09:23
51,"LIM","000193",F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,1,73,11/10/2016 18:09:23,11/10/2016 18:09:23
52,"LIM","000438",F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,1,76,11/10/2016 18:09:23,11/10/2016 18:09:23
53,"LIM","000113",F,T,T,T,F,F,T,F,F,F,T,T,T,F,F,F,F,F,F,T,T,T,F,F,T,T,T,F,T,T,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,1,84,11/10/2016 18:09:23,11/10/2016 18:09:23
54,"LIM","000166",F,F,F,F,F,F,T,T,T,F,F,F,F,F,F,T,T,T,F,F,F,F,F,F,T,T,T,F,F,F,F,F,F,T,T,T,F,F,F,F,F,F,T,T,T,F,F,F,F,F,F,T,T,T,F,1,81,11/10/2016 18:09:23,11/10/2016 18:09:23
55,"LIM","001268",F,F,F,F,F,F,F,T,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,T,T,F,1,44,11/10/2016 18:09:23,11/10/2016 18:09:23
56,"LIM","000620",F,F,F,F,F,F,F,F,F,F,T,T,T,F,F,T,T,T,F,F,F,F,F,F,F,F,F,F,T,T,T,F,F,T,T,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,1,82,11/10/2016 18:09:23,11/10/2016 18:09:23
57,"LIM","001523",F,F,F,F,F,F,T,T,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,1,22,11/10/2016 18:09:23,11/10/2016 18:09:23
58,"LIM","000398",F,T,T,T,F,F,T,T,T,F,F,F,F,F,F,F,T,T,F,F,F,F,F,F,T,T,T,F,T,T,T,F,F,T,T,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,1,119,11/10/2016 18:09:23,11/10/2016 18:09:23
59,"LIM","000420",F,F,F,F,F,F,F,T,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,T,F,F,F,F,F,F,T,T,T,F,1,27,11/10/2016 18:09:23,11/10/2016 18:09:23
60,"LIM","001746",F,F,F,F,F,F,F,F,F,F,T,T,F,F,F,F,F,F,F,F,F,F,F,F,T,T,T,F,T,T,F,F,F,F,F,F,F,F,F,F,F,F,T,T,T,F,F,F,F,F,F,F,F,F,F,1,55,11/10/2016 18:09:23,11/10/2016 18:09:23
61,"LIM","000662",F,F,T,T,F,F,T,T,F,F,F,T,T,F,F,F,F,F,F,F,T,T,F,F,F,F,F,F,F,T,T,F,F,T,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,1,70,11/10/2016 18:09:23,11/10/2016 18:09:23
62,"LIM","000508",F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,1,14,11/10/2016 18:09:23,11/10/2016 18:09:23
63,"LIM","001520",F,F,F,F,F,F,F,F,F,F,T,T,T,T,T,F,F,F,F,T,T,T,T,T,F,F,F,F,T,T,T,T,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,T,T,F,1,98,11/10/2016 18:09:23,11/10/2016 18:09:23
64,"LIM","001305",F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,1,6,11/10/2016 18:09:23,11/10/2016 18:09:23
65,"LIM","000242",F,T,T,T,T,T,T,T,T,F,F,F,F,F,F,F,F,F,F,T,T,T,T,T,F,F,F,F,F,F,F,F,F,F,F,F,F,T,T,T,T,T,F,F,F,F,F,F,F,F,F,F,F,F,F,1,111,11/10/2016 18:09:23,11/10/2016 18:09:23
66,"LIM","001752",F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,T,F,F,1,11,11/10/2016 18:09:23,11/10/2016 18:09:23
67,"LIM","000236",F,T,T,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,T,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,1,124,11/10/2016 18:09:23,11/10/2016 18:09:23
68,"LIM","001908",F,F,F,F,F,F,F,T,T,F,F,F,F,F,F,F,T,T,F,F,F,F,F,F,F,T,T,F,F,F,F,F,F,F,T,T,F,F,F,F,F,F,F,T,T,F,F,F,F,F,F,F,F,F,F,1,37,11/10/2016 18:09:23,11/10/2016 18:09:23
69,"LIM","000509",F,T,T,T,F,F,T,T,T,F,F,F,F,F,F,T,T,T,F,T,T,T,F,F,T,T,T,F,T,T,T,F,F,T,T,T,F,T,T,T,F,F,T,T,T,F,F,F,F,F,F,T,T,T,F,1,77,11/10/2016 18:09:23,11/10/2016 18:09:23
70,"LIM","000029",F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,1,128,11/10/2016 18:09:23,11/10/2016 18:09:23
71,"LIM","000449",F,F,F,F,F,F,T,T,T,F,F,F,F,F,F,T,T,T,F,F,F,F,F,F,T,T,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,1,97,11/10/2016 18:09:23,11/10/2016 18:09:23
72,"LIM","000760",F,F,F,F,F,F,F,F,F,F,T,T,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,T,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,1,2,11/10/2016 18:09:23,11/10/2016 18:09:23
73,"LIM","001262",F,F,F,F,F,F,F,F,F,F,T,T,T,F,F,F,F,F,F,T,T,T,F,F,F,F,F,F,T,T,T,F,F,F,F,F,F,T,T,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,1,110,11/10/2016 18:09:23,11/10/2016 18:09:23
74,"LIM","000590",F,T,T,T,T,F,T,T,T,F,T,T,T,F,F,F,F,F,F,T,T,T,T,F,T,T,T,F,T,T,T,F,F,F,F,F,F,T,T,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,1,48,11/10/2016 18:09:23,11/10/2016 18:09:23
75,"LIM","000547",F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,T,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,T,T,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,1,16,11/10/2016 18:09:23,11/10/2016 18:09:23
76,"LIM","001763",F,F,F,F,F,F,T,T,T,F,F,F,F,F,F,T,T,T,F,F,F,F,F,F,T,T,T,F,F,F,F,F,F,T,T,T,F,F,F,F,F,F,T,T,T,F,F,F,F,F,F,F,F,F,F,1,42,11/10/2016 18:09:23,11/10/2016 18:09:23
77,"LIM","001425",F,T,T,T,F,F,F,F,F,F,T,T,T,F,F,F,F,F,F,T,T,T,F,F,F,F,F,F,T,T,T,F,F,F,F,F,F,T,T,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,1,30,11/10/2016 18:09:23,11/10/2016 18:09:23
78,"LIM","000842",F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,1,118,11/10/2016 18:09:23,11/10/2016 18:09:23
79,"LIM","001456",F,T,T,T,F,F,F,F,F,F,T,T,T,F,F,F,T,T,F,F,F,F,F,F,F,T,T,F,T,T,T,F,F,F,T,T,F,T,T,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,1,72,11/10/2016 18:09:23,11/10/2016 18:09:23
80,"LIM","000285",F,F,F,F,F,F,F,F,F,F,T,T,T,T,F,T,T,T,F,F,F,F,F,F,F,F,F,F,T,T,T,T,F,T,T,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,1,88,11/10/2016 18:09:23,11/10/2016 18:09:23
81,"LIM","000623",F,T,T,T,F,F,T,T,T,F,T,T,T,F,F,T,T,T,F,T,T,T,F,F,T,T,T,F,F,F,F,F,F,F,F,F,F,T,T,T,T,T,T,T,T,F,F,F,F,F,F,T,T,F,F,1,49,11/10/2016 18:09:23,11/10/2016 18:09:23
82,"LIM","000731",F,T,T,T,F,F,T,T,T,F,T,T,T,F,F,T,T,T,F,T,T,T,F,F,T,T,T,F,T,T,T,F,F,T,T,T,F,T,T,T,F,F,T,T,T,F,F,F,F,F,F,T,T,T,F,1,1,11/10/2016 18:09:23,11/10/2016 18:09:23
83,"LIM","000841",F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,T,F,F,F,F,F,F,F,F,F,F,1,58,11/10/2016 18:09:23,11/10/2016 18:09:23
84,"LIM","001745",F,F,F,F,F,F,T,T,F,F,F,T,T,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,T,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,1,66,11/10/2016 18:09:23,11/10/2016 18:09:23
85,"LIM","001303",F,F,F,F,F,F,F,T,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,1,15,11/10/2016 18:09:23,11/10/2016 18:09:23
86,"LIM","001912",F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,1,117,11/10/2016 18:09:23,11/10/2016 18:09:23
87,"LIM","001149",F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,T,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,T,F,F,F,F,F,F,T,T,T,F,1,112,11/10/2016 18:09:23,11/10/2016 18:09:23
88,"LIM","001013",F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,1,21,11/10/2016 18:09:23,11/10/2016 18:09:23
